CTA_Task_GPSGT0001;7;2020-08-05 05:54:56.8972074 +02:00;2020-08-05 05:54:59.9284966 +02:00;3
CTA_Task_GPSCPTUMPL;7;2020-08-05 05:55:02.1472727 +02:00;2020-08-05 05:55:12.1942758 +02:00;10
CTA_Task_GPSCPTUMRE;7;2020-08-05 05:55:13.2099152 +02:00;2020-08-05 05:59:28.1506784 +02:00;255
CTA_Task_GPSDEPCHIS;7;2020-08-05 05:55:20.6631352 +02:00;2020-08-05 05:55:51.0697748 +02:00;31
CTA_Task_GPSPARPREP;7;2020-08-05 05:55:29.4913719 +02:00;2020-08-05 05:55:37.9133577 +02:00;8
CTA_Task_GPSPARLIUT;7;2020-08-05 05:55:45.7728308 +02:00;2020-08-05 05:55:48.6010050 +02:00;3
CTA_Task_GPSSOLPREP;7;2020-08-05 05:55:46.2259669 +02:00;2020-08-05 05:55:56.8511142 +02:00;10
CTA_Task_GPSSOLLIUT;7;2020-08-05 05:55:47.3509758 +02:00;2020-08-05 05:55:50.6635315 +02:00;3
CTA_Task_GPSHISPRO;7;2020-08-05 05:55:52.6010459 +02:00;2020-08-05 06:02:02.1544972 +02:00;370
CTA_Task_GPSUE;7;2020-08-05 06:00:46.2454385 +02:00;2020-08-05 06:02:05.4393119 +02:00;79
CTA_Task_GPSDUE;7;2020-08-05 06:00:58.6233108 +02:00;2020-08-05 06:01:10.1089086 +02:00;12
CTA_Task_GPSBILBRA;7;2020-08-05 06:01:02.6917868 +02:00;2020-08-05 06:01:15.5933423 +02:00;13
CTA_Task_GPSBILUM;7;2020-08-05 06:01:09.1971283 +02:00;2020-08-05 06:09:19.5377378 +02:00;490
CTA_Task_MRP_ZVMRP_ST;7;2020-08-05 06:01:10.9682825 +02:00;2020-08-05 06:01:30.9260395 +02:00;20
CTA_Task_MRP_ZCEM_PAR;7;2020-08-05 06:01:12.4683035 +02:00;2020-08-05 06:01:17.8920059 +02:00;5
CTA_Task_GPSBILUM2;7;2020-08-05 06:01:16.4689435 +02:00;2020-08-05 06:05:01.1175546 +02:00;225
CTA_Task_MRP_LIST_PO;7;2020-08-05 06:02:15.2197176 +02:00;2020-08-05 06:02:39.4113925 +02:00;24
CTA_SIREX_REF_SOUS_FAM_DEF;7;2020-08-05 06:02:36.6214316 +02:00;2020-08-05 06:02:36.9495596 +02:00;0
CTA_SIREX_REF_FAMILLE_DEF;7;2020-08-05 06:02:41.6369756 +02:00;2020-08-05 06:02:41.7931965 +02:00;0
CTA_LITREGDOC;7;2020-08-05 06:02:53.6343705 +02:00;2020-08-05 06:02:53.8062472 +02:00;0
CTA_CDES_SPEC;7;2020-08-05 06:03:46.4952047 +02:00;2020-08-05 06:03:49.4483817 +02:00;3
CTA_DOSSIER_COM;7;2020-08-05 06:04:43.9980716 +02:00;2020-08-05 06:04:44.1699613 +02:00;1
CTA_DECISION_COPRO;7;2020-08-05 06:05:06.8416640 +02:00;2020-08-05 06:05:07.0291664 +02:00;1
CTA_PLAN_CLIENT;7;2020-08-05 06:05:14.1642837 +02:00;2020-08-05 06:05:14.3205278 +02:00;0
CTA_PLAN_ACTION;7;2020-08-05 06:05:35.4354520 +02:00;2020-08-05 06:05:35.6073186 +02:00;0
CTA_ACTION;7;2020-08-05 06:05:44.8259352 +02:00;2020-08-05 06:05:45.0134419 +02:00;1
CTA_LITIGESIC;7;2020-08-05 06:07:13.7697405 +02:00;2020-08-05 06:07:15.0223868 +02:00;2
CTA_SIREX_LIEN_DOSSIER;7;2020-08-05 06:07:55.1435259 +02:00;2020-08-05 06:07:55.3310260 +02:00;0
CTA_LITBEPAQ;7;2020-08-05 06:08:42.1655801 +02:00;2020-08-05 06:08:42.3218306 +02:00;0
CTA_SIREX_REF_DEFAUT;7;2020-08-05 06:08:49.3353212 +02:00;2020-08-05 06:08:49.4915743 +02:00;0
CTA_Task_GPSMETAL2;7;2020-08-05 06:09:35.9755262 +02:00;2020-08-05 06:10:22.7286331 +02:00;47
CTA_Task_GPSMETAL1;7;2020-08-05 06:09:35.9912278 +02:00;2020-08-05 06:10:25.7756052 +02:00;50
CTA_Task_GPSMETAL_ANNEXE;7;2020-08-05 06:09:36.0067780 +02:00;2020-08-05 06:11:01.9083159 +02:00;85
CTA_UM_ANNONCEES;7;2020-08-05 06:09:47.7725351 +02:00;2020-08-05 06:09:47.9444387 +02:00;0
CTA_DOSSIER;7;2020-08-05 06:11:56.9980220 +02:00;2020-08-05 06:11:57.2011579 +02:00;1
CTA_UM_CDES;7;2020-08-05 06:18:47.2957948 +02:00;2020-08-05 06:18:48.0330412 +02:00;1
CTA_PROD_CONC;7;2020-08-05 06:18:56.8319351 +02:00;2020-08-05 06:18:56.9881798 +02:00;0
CTA_ANALYSE;7;2020-08-05 06:19:11.6715444 +02:00;2020-08-05 06:19:11.8434294 +02:00;0
CTA_AUDIT;7;2020-08-05 06:19:17.4104189 +02:00;2020-08-05 06:19:17.5666669 +02:00;0
CTA_LOT;7;2020-08-05 06:19:26.9980248 +02:00;2020-08-05 06:19:27.1698909 +02:00;1
CTA_PLAN_DOSSIER;7;2020-08-05 06:19:34.4997088 +02:00;2020-08-05 06:19:34.6559417 +02:00;0
CTA_AGENT;7;2020-08-05 06:20:36.1593360 +02:00;2020-08-05 06:20:36.7775790 +02:00;0
CTA_ABSENCE_AGENT;7;2020-08-05 06:20:49.4864581 +02:00;2020-08-05 06:20:49.6896084 +02:00;0
